super_category,super_category_fr,category,category_fr,category_icon,activity_en_new,activity_fr,activity_new_icon,index,tags,tags_fr
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,333,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,2536,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,339,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,532,"visitors centers, camping, beaches","centres visiteurs, camping, plages"
Energy,Énergie,Hiking,Randonnées,person-hiking,Camping,Camping,campground,532,"visitors centers, camping, beaches","centres visiteurs, camping, plages"
Relax,Détente,Beaches & Pools,Plages & piscines,sailboat,Beaches,Plages,person-swimming,532,"visitors centers, camping, beaches","centres visiteurs, camping, plages"
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,3110,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,363,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,3104,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,384,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,344,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,383,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,343,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,362,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,342,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,346,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,403,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,367,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,373,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,357,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,2769,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,401,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,395,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,350,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,360,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,331,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,398,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,327,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,356,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,404,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,3111,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,351,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,3101,"visitors centers, theme parks","centres visiteurs, parcs d'attractions"
Family,Familial,Theme Parks,Parcs d'attractions,puzzle-piece,Theme Parks,Parcs d'attractions,puzzle-piece,3101,"visitors centers, theme parks","centres visiteurs, parcs d'attractions"
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,325,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,375,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,3108,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,345,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,402,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,353,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,1981,"visitors centers, biking, nature parks","centres visiteurs, vélo, parcs de la nature"
Energy,Énergie,Biking,Vélo,bicycle,Biking,Vélo,bicycle,1981,"visitors centers, biking, nature parks","centres visiteurs, vélo, parcs de la nature"
Outdoor,Plein-air,Nature Parks,Parcs de la nature,tree,Nature Parks,Parcs de la nature,tree,1981,"visitors centers, biking, nature parks","centres visiteurs, vélo, parcs de la nature"
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,378,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,335,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,1947,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,336,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,377,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,366,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,1827,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,390,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,380,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,3113,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,391,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,379,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,340,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,334,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,364,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,3103,"visitors centers, boat tours, beaches","centres visiteurs, excursions en bateau, plages"
Energy,Énergie,Water Sports,Sports nautiques,sailboat,Boat Tours,Excursions en bateau,sailboat,3103,"visitors centers, boat tours, beaches","centres visiteurs, excursions en bateau, plages"
Relax,Détente,Beaches & Pools,Plages & piscines,sailboat,Beaches,Plages,person-swimming,3103,"visitors centers, boat tours, beaches","centres visiteurs, excursions en bateau, plages"
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,341,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,3151,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,355,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,359,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,361,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,368,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,1458,"visitors centers, boat tours","centres visiteurs, excursions en bateau"
Energy,Énergie,Water Sports,Sports nautiques,sailboat,Boat Tours,Excursions en bateau,sailboat,1458,"visitors centers, boat tours","centres visiteurs, excursions en bateau"
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,3106,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,397,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,349,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,513,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,332,"visitors centers, camping","centres visiteurs, camping"
Energy,Énergie,Hiking,Randonnées,person-hiking,Camping,Camping,campground,332,"visitors centers, camping","centres visiteurs, camping"
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,387,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,324,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,338,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,399,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,330,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,337,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,354,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,328,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,400,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,2253,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,388,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,396,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,372,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,389,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,382,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,515,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,504,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,2812,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,3105,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,329,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,3102,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,2910,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,370,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,3100,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,3109,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,3114,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,326,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,3107,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,394,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,514,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,365,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,393,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,392,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,369,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,371,visitors centers,centres visiteurs
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,386,"visitors centers, biking","centres visiteurs, vélo"
Energy,Énergie,Biking,Vélo,bicycle,Biking,Vélo,bicycle,386,"visitors centers, biking","centres visiteurs, vélo"
Discover,Découverte,Visitors Centers,Centres visiteurs,question,Visitors Centers,Centres visiteurs,question,358,visitors centers,centres visiteurs
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Air & Helicopter Tours,Air & Héli Tours,helicopter,1425,air & helicopter tours,air & héli tours
Others,Autres,Others,Autres,,Other activities,Autres,,1425,air & helicopter tours,air & héli tours
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Air & Helicopter Tours,Air & Héli Tours,helicopter,2319,"air & helicopter tours, bungee jumping, extreme tours, parasailing & paragliding, skydiving","air & héli tours, sauts bunjee, excursions extrêmes, parachutes & parapentes, parachutisme"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Bungee jumping,Sauts bunjee,heart-crack,2319,"air & helicopter tours, bungee jumping, extreme tours, parasailing & paragliding, skydiving","air & héli tours, sauts bunjee, excursions extrêmes, parachutes & parapentes, parachutisme"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Extreme Tours,Excursions extrêmes,parachute-box,2319,"air & helicopter tours, bungee jumping, extreme tours, parasailing & paragliding, skydiving","air & héli tours, sauts bunjee, excursions extrêmes, parachutes & parapentes, parachutisme"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Parasailing & Paragliding,Parachutes & parapentes,parachute-box,2319,"air & helicopter tours, bungee jumping, extreme tours, parasailing & paragliding, skydiving","air & héli tours, sauts bunjee, excursions extrêmes, parachutes & parapentes, parachutisme"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Skydiving,Parachutisme,parachute-box,2319,"air & helicopter tours, bungee jumping, extreme tours, parasailing & paragliding, skydiving","air & héli tours, sauts bunjee, excursions extrêmes, parachutes & parapentes, parachutisme"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Air & Helicopter Tours,Air & Héli Tours,helicopter,2111,"air & helicopter tours, zipline & aerial activities, alpine skiing, cross-country ski, dog sledding, sledding, snowshoeing","air & héli tours, tyroliennes, ski alpin, ski de fond, traîneaux à chiens, luge, raquette"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Zipline & Aerial activities,Tyroliennes,heart-pulse,2111,"air & helicopter tours, zipline & aerial activities, alpine skiing, cross-country ski, dog sledding, sledding, snowshoeing","air & héli tours, tyroliennes, ski alpin, ski de fond, traîneaux à chiens, luge, raquette"
Energy,Énergie,Winter Sports,Sports d'hiver,snowflake,Alpine skiing,Ski alpin,snowflake,2111,"air & helicopter tours, zipline & aerial activities, alpine skiing, cross-country ski, dog sledding, sledding, snowshoeing","air & héli tours, tyroliennes, ski alpin, ski de fond, traîneaux à chiens, luge, raquette"
Energy,Énergie,Winter Sports,Sports d'hiver,snowflake,Cross-country Ski,Ski de fond,snowflake,2111,"air & helicopter tours, zipline & aerial activities, alpine skiing, cross-country ski, dog sledding, sledding, snowshoeing","air & héli tours, tyroliennes, ski alpin, ski de fond, traîneaux à chiens, luge, raquette"
Energy,Énergie,Winter Sports,Sports d'hiver,snowflake,Dog sledding,Traîneaux à chiens,sleigh,2111,"air & helicopter tours, zipline & aerial activities, alpine skiing, cross-country ski, dog sledding, sledding, snowshoeing","air & héli tours, tyroliennes, ski alpin, ski de fond, traîneaux à chiens, luge, raquette"
Energy,Énergie,Winter Sports,Sports d'hiver,snowflake,Sledding,Luge,sleigh,2111,"air & helicopter tours, zipline & aerial activities, alpine skiing, cross-country ski, dog sledding, sledding, snowshoeing","air & héli tours, tyroliennes, ski alpin, ski de fond, traîneaux à chiens, luge, raquette"
Energy,Énergie,Winter Sports,Sports d'hiver,snowflake,Snowshoeing,Raquette,snowflake,2111,"air & helicopter tours, zipline & aerial activities, alpine skiing, cross-country ski, dog sledding, sledding, snowshoeing","air & héli tours, tyroliennes, ski alpin, ski de fond, traîneaux à chiens, luge, raquette"
Others,Autres,Others,Autres,,Other activities,Autres,,2111,"air & helicopter tours, zipline & aerial activities, alpine skiing, cross-country ski, dog sledding, sledding, snowshoeing","air & héli tours, tyroliennes, ski alpin, ski de fond, traîneaux à chiens, luge, raquette"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Air & Helicopter Tours,Air & Héli Tours,helicopter,1366,"air & helicopter tours, bungee jumping, rafting, sledding, snowshoeing, theme parks","air & héli tours, sauts bunjee, rafting, luge, raquette, parcs d'attractions"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Bungee jumping,Sauts bunjee,heart-crack,1366,"air & helicopter tours, bungee jumping, rafting, sledding, snowshoeing, theme parks","air & héli tours, sauts bunjee, rafting, luge, raquette, parcs d'attractions"
Energy,Énergie,Water Sports,Sports nautiques,sailboat,Rafting,Rafting,sailboat,1366,"air & helicopter tours, bungee jumping, rafting, sledding, snowshoeing, theme parks","air & héli tours, sauts bunjee, rafting, luge, raquette, parcs d'attractions"
Energy,Énergie,Winter Sports,Sports d'hiver,snowflake,Sledding,Luge,sleigh,1366,"air & helicopter tours, bungee jumping, rafting, sledding, snowshoeing, theme parks","air & héli tours, sauts bunjee, rafting, luge, raquette, parcs d'attractions"
Energy,Énergie,Winter Sports,Sports d'hiver,snowflake,Snowshoeing,Raquette,snowflake,1366,"air & helicopter tours, bungee jumping, rafting, sledding, snowshoeing, theme parks","air & héli tours, sauts bunjee, rafting, luge, raquette, parcs d'attractions"
Family,Familial,Theme Parks,Parcs d'attractions,puzzle-piece,Theme Parks,Parcs d'attractions,puzzle-piece,1366,"air & helicopter tours, bungee jumping, rafting, sledding, snowshoeing, theme parks","air & héli tours, sauts bunjee, rafting, luge, raquette, parcs d'attractions"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Air & Helicopter Tours,Air & Héli Tours,helicopter,1424,"air & helicopter tours, parasailing & paragliding, skydiving","air & héli tours, parachutes & parapentes, parachutisme"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Parasailing & Paragliding,Parachutes & parapentes,parachute-box,1424,"air & helicopter tours, parasailing & paragliding, skydiving","air & héli tours, parachutes & parapentes, parachutisme"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Skydiving,Parachutisme,parachute-box,1424,"air & helicopter tours, parasailing & paragliding, skydiving","air & héli tours, parachutes & parapentes, parachutisme"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Air & Helicopter Tours,Air & Héli Tours,helicopter,164,"air & helicopter tours, balloon rides, skydiving","air & héli tours, montgolfières, parachutisme"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Balloon Rides,Montgolfières,globe,164,"air & helicopter tours, balloon rides, skydiving","air & héli tours, montgolfières, parachutisme"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Skydiving,Parachutisme,parachute-box,164,"air & helicopter tours, balloon rides, skydiving","air & héli tours, montgolfières, parachutisme"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Air & Helicopter Tours,Air & Héli Tours,helicopter,2317,"air & helicopter tours, balloon rides, bungee jumping, parasailing & paragliding, skydiving","air & héli tours, montgolfières, sauts bunjee, parachutes & parapentes, parachutisme"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Balloon Rides,Montgolfières,globe,2317,"air & helicopter tours, balloon rides, bungee jumping, parasailing & paragliding, skydiving","air & héli tours, montgolfières, sauts bunjee, parachutes & parapentes, parachutisme"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Bungee jumping,Sauts bunjee,heart-crack,2317,"air & helicopter tours, balloon rides, bungee jumping, parasailing & paragliding, skydiving","air & héli tours, montgolfières, sauts bunjee, parachutes & parapentes, parachutisme"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Parasailing & Paragliding,Parachutes & parapentes,parachute-box,2317,"air & helicopter tours, balloon rides, bungee jumping, parasailing & paragliding, skydiving","air & héli tours, montgolfières, sauts bunjee, parachutes & parapentes, parachutisme"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Skydiving,Parachutisme,parachute-box,2317,"air & helicopter tours, balloon rides, bungee jumping, parasailing & paragliding, skydiving","air & héli tours, montgolfières, sauts bunjee, parachutes & parapentes, parachutisme"
Others,Autres,Others,Autres,,Other activities,Autres,,2317,"air & helicopter tours, balloon rides, bungee jumping, parasailing & paragliding, skydiving","air & héli tours, montgolfières, sauts bunjee, parachutes & parapentes, parachutisme"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Air & Helicopter Tours,Air & Héli Tours,helicopter,3292,"air & helicopter tours, balloon rides, bungee jumping, parasailing & paragliding, skydiving, entertainment centers","air & héli tours, montgolfières, sauts bunjee, parachutes & parapentes, parachutisme, centres de divertissement"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Balloon Rides,Montgolfières,globe,3292,"air & helicopter tours, balloon rides, bungee jumping, parasailing & paragliding, skydiving, entertainment centers","air & héli tours, montgolfières, sauts bunjee, parachutes & parapentes, parachutisme, centres de divertissement"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Bungee jumping,Sauts bunjee,heart-crack,3292,"air & helicopter tours, balloon rides, bungee jumping, parasailing & paragliding, skydiving, entertainment centers","air & héli tours, montgolfières, sauts bunjee, parachutes & parapentes, parachutisme, centres de divertissement"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Parasailing & Paragliding,Parachutes & parapentes,parachute-box,3292,"air & helicopter tours, balloon rides, bungee jumping, parasailing & paragliding, skydiving, entertainment centers","air & héli tours, montgolfières, sauts bunjee, parachutes & parapentes, parachutisme, centres de divertissement"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Skydiving,Parachutisme,parachute-box,3292,"air & helicopter tours, balloon rides, bungee jumping, parasailing & paragliding, skydiving, entertainment centers","air & héli tours, montgolfières, sauts bunjee, parachutes & parapentes, parachutisme, centres de divertissement"
Family,Familial,Games,Jeux,gamepad,Entertainment Centers,Centres de divertissement,gamepad,3292,"air & helicopter tours, balloon rides, bungee jumping, parasailing & paragliding, skydiving, entertainment centers","air & héli tours, montgolfières, sauts bunjee, parachutes & parapentes, parachutisme, centres de divertissement"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Air & Helicopter Tours,Air & Héli Tours,helicopter,1916,"air & helicopter tours, boat tours","air & héli tours, excursions en bateau"
Energy,Énergie,Water Sports,Sports nautiques,sailboat,Boat Tours,Excursions en bateau,sailboat,1916,"air & helicopter tours, boat tours","air & héli tours, excursions en bateau"
Others,Autres,Others,Autres,,Other activities,Autres,,1916,"air & helicopter tours, boat tours","air & héli tours, excursions en bateau"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Air & Helicopter Tours,Air & Héli Tours,helicopter,8,air & helicopter tours,air & héli tours
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Air & Helicopter Tours,Air & Héli Tours,helicopter,151,"air & helicopter tours, skydiving, biking, hiking, theme parks","air & héli tours, parachutisme, vélo, randonnées, parcs d'attractions"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Skydiving,Parachutisme,parachute-box,151,"air & helicopter tours, skydiving, biking, hiking, theme parks","air & héli tours, parachutisme, vélo, randonnées, parcs d'attractions"
Energy,Énergie,Biking,Vélo,bicycle,Biking,Vélo,bicycle,151,"air & helicopter tours, skydiving, biking, hiking, theme parks","air & héli tours, parachutisme, vélo, randonnées, parcs d'attractions"
Energy,Énergie,Hiking,Randonnées,person-hiking,Hiking,Randonnées,person-hiking,151,"air & helicopter tours, skydiving, biking, hiking, theme parks","air & héli tours, parachutisme, vélo, randonnées, parcs d'attractions"
Family,Familial,Theme Parks,Parcs d'attractions,puzzle-piece,Theme Parks,Parcs d'attractions,puzzle-piece,151,"air & helicopter tours, skydiving, biking, hiking, theme parks","air & héli tours, parachutisme, vélo, randonnées, parcs d'attractions"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Air & Helicopter Tours,Air & Héli Tours,helicopter,1401,"air & helicopter tours, bungee jumping, parasailing & paragliding, skydiving","air & héli tours, sauts bunjee, parachutes & parapentes, parachutisme"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Bungee jumping,Sauts bunjee,heart-crack,1401,"air & helicopter tours, bungee jumping, parasailing & paragliding, skydiving","air & héli tours, sauts bunjee, parachutes & parapentes, parachutisme"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Parasailing & Paragliding,Parachutes & parapentes,parachute-box,1401,"air & helicopter tours, bungee jumping, parasailing & paragliding, skydiving","air & héli tours, sauts bunjee, parachutes & parapentes, parachutisme"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Skydiving,Parachutisme,parachute-box,1401,"air & helicopter tours, bungee jumping, parasailing & paragliding, skydiving","air & héli tours, sauts bunjee, parachutes & parapentes, parachutisme"
Others,Autres,Others,Autres,,Other activities,Autres,,1401,"air & helicopter tours, bungee jumping, parasailing & paragliding, skydiving","air & héli tours, sauts bunjee, parachutes & parapentes, parachutisme"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Air & Helicopter Tours,Air & Héli Tours,helicopter,2320,"air & helicopter tours, balloon rides, bungee jumping, extreme tours, parasailing & paragliding, skydiving","air & héli tours, montgolfières, sauts bunjee, excursions extrêmes, parachutes & parapentes, parachutisme"
