index,name,latitude,longitude,website,phone,email,num_reviews,rating,website_status_code
743,Club Rendez-Vous St-Georges,46.15561,-70.61381,http://www.clubrendezvous.ca/,+1 418-228-4341,,0,,200
744,Club Sports Belvedere,48.08865,-77.80123,http://www.clubsportsbelvedere.com/,+1 819-824-4653,,0,,200
745,Club Tobo-Ski,48.785786,-72.415665,http://www.toboski.ca,+1 418-307-8013,tobo@ville.stfelicien.qc.ca,4,4.0,200
746,Club de Chasse & Peche Tadoussac,48.25001,-69.61175,http://www.clubtadoussac.com,+1 418-235-4723,info@clubtadoussac.com,4,4.0,200
747,Club de Golf & Arena Lorraine,45.66041,-73.78079,,+1 450-621-1740,info@lorrainegolf.com,1,3.0,404
748,Club de Golf ARCN,48.4045,-77.271,https://www.facebook.com/Club-de-Golf-ARCN-465510426842336/,+1 819-737-8949,,0,,200
749,Club de Golf Algonquin,46.27046,-76.00206,http://www.golfalgonquin.ca/,+1 819-449-2554,,1,4.0,200
750,Club de Golf Alpine,45.9861,-74.12043,http://www.golfalpine.ca/,+1 450-229-6600,,4,3.5,200
751,Club de Golf Baie Missisquoi,45.07941,-73.15125,http://www.golfbaiemissisquoi.com/,+1 450-244-5932,,6,4.0,200
752,Club de Golf Baie-Comeau,49.20419,-68.2603,http://golfbaiecomeau.ca/,+1 418-295-1818,,1,5.0,200
753,Club de Golf Beattie - La Sarre,48.788536,-79.21833000000001,,+1 819-333-9944,,0,,404
754,Club de Golf Bel-Air,45.619890000000005,-74.06145,http://www.golfbelair.com/,+1 450-258-4444,clubdegolfbelair@gmail.com,16,3.0,200
755,Club de Golf Beloeil,45.56005,-73.21221,http://www.golfbeloeil.qc.ca/,+1 450-467-0243,,18,4.5,200
756,Club de Golf Candiac,45.38841,-73.50135999999999,,+1 450-659-9163,,7,3.5,404
757,Club de Golf Canton,45.93251,-72.0083,http://www.golfcanton.ca/,+1 819-358-2874,,2,4.0,200
758,Club de Golf Capri,45.73226,-74.14988000000001,http://www.golfcapri.com/,+1 844-436-5261,,2,4.0,200
759,Club de Golf Colonial,46.05553,-72.00428000000001,,+1 819-752-7193,,1,3.0,404
760,Club de Golf Continental,45.984190000000005,-73.13568000000001,http://www.golfcontinental.ca/,+1 855-742-0552,,5,4.0,200
761,Club de Golf Cooperatif de Lac-Etchemin,46.42928,-70.50838,http://golflacetchemin.com/,+1 418-625-2711,,4,4.0,200
762,Club de Golf Cristal,46.15653,-71.98483,http://www.cristal.qc.ca/,+1 819-751-4653,,1,4.0,200
763,Club de Golf Fauvel,48.00768,-65.43089,http://www.agfauvel.com/,+1 418-752-3161,,3,4.5,200
764,Club de Golf Gentilly,46.39695,-72.28038000000001,http://golfgentilly.ca/,+1 819-298-3131,,1,4.0,200
765,Club de Golf Godefroy,46.30315,-72.53879,http://www.golfgodefroy.qc.ca/,+1 819-233-2699,,2,4.0,200
766,Club de Golf Grand-Mere,46.621708,-72.68378,http://www.golfgrandmere.com/,+1 819-538-3560,,3,4.5,200
767,Club de Golf Harwood,45.4407,-74.13954,,+1 450-458-5612,,6,3.5,404
768,Club de Golf International 2000,45.01315,-73.42084,http://www.international2000.ca/,+1 450-246-3626,,6,3.5,200
769,Club de Golf Inverness,45.25063,-72.55009,,+1 450-242-1595,,4,3.5,404
770,Club de Golf Joliette,46.046890000000005,-73.44659,http://www.golfjoliette.ca/index.php?lang=en,+1 450-753-7459,,7,5.0,200
771,Club de Golf L'Empress,48.50483,-68.44845,http://www.golflempress.ca/,+1 418-725-4653,,1,4.0,200
772,Club de Golf La Seigneurie,45.58769,-73.1743,http://www.golflaseigneurie.ca/,+1 450-446-0666,,4,4.5,403
773,Club de Golf La Tempete,46.676,-71.21729,http://www.golflatempete.com/,+1 418-832-8111,,10,4.5,200
774,Club de Golf La Vallee de Ste-Adele,45.94979,-74.11915,http://www.golflavallee.com/,+1 450-229-4653,,12,4.0,200
775,Club de Golf La Vieille Ferme,46.063590000000005,-74.29606,http://www.golflavieilleferme.com/,+1 819-324-0138,,1,5.0,200
776,Club de Golf Le Boise,45.71611,-73.63194,,+1 450-492-5239,,0,,404
777,Club de Golf Le Diamant,45.658,-73.99452,http://www.golflediamant.com/index.php?lang=fr,+1 450-476-1922,lediamant@golflediamant.com,7,4.5,200
778,Club de Golf Le Domaine,46.49581,-72.81405,http://golfledomaine.com/,+1 819-535-3925,,0,,200
779,Club de Golf Le Drummond,45.876022,-72.48436,,+1 819-475-3660,,6,4.5,404
780,Club de Golf Le Memorial,46.54525,-72.71106,,+1 819-537-0401,,5,3.5,404
781,Club de Golf Le Portage,45.83227,-73.43865,http://www.leportage.com/,+1 450-589-5686,,14,3.5,403
782,Club de Golf Le Saint-Remi,46.85657,-72.44894000000001,,+1 418-289-2644,,2,3.0,404
783,Club de Golf Le Versant,45.689440000000005,-73.70567,http://www.golfleversant.com/fr/,+1 450-964-2251,,20,4.0,406
784,Club de Golf Les Legendes,45.36882,-73.29876999999999,http://www.golfleslegendes.com/,+1 450-349-1506,,1,4.0,200
785,Club de Golf Les Quatre Domaines,45.67026,-73.93649,http://www.golf4d.ca/,+1 450-434-0048,,22,3.5,200
786,Club de Golf Metaberoutin,46.3564,-72.54932,http://www.golfladouceur.com/,+1 819-376-3422,,3,4.5,200
787,Club de Golf Mirabel,45.67695,-73.97414,,+1 450-435-7006,,3,2.5,404
788,Club de Golf Mont-Gabriel,45.92086,-74.16121,http://www.montgabriel.com/mont-gabriel-golf.htm,+1 450-229-3547,,10,4.0,200
789,Club de Golf Mont-Orford,45.32007,-72.1862,http://www.orford.com/golf/,+1 819-843-5688,,12,4.0,200
790,Club de Golf Mont-Saint-Gregoire,45.3542,-73.19223000000001,,+1 450-347-2819,,6,2.5,404
791,Club de Golf Montcalm,46.02517,-73.62307,http://www.golfmontcalm.qc.ca/,+1 450-834-6981,,14,4.5,200
792,Club de Golf Montmagny,46.94562,-70.54265,http://www.golfmontmagny.com/,+1 418-248-1872,,1,5.0,200
793,Club de Golf Montpellier Lac-Simon,45.86575,-75.11856999999999,http://www.golfmontpellierlacsimon.com/,+1 819-428-4653,info@golfmontpellier.ca,1,1.0,200
794,Club de Golf Monty,45.81357,-72.43796,http://www.clubdegolfmonty.ca/,+1 819-398-5242,,1,5.0,406
795,Club de Golf Municipal Dallaire,48.22724,-79.0315,http://www.golfmunicipaldallaire.com/,+1 819-797-9444,,1,4.0,200
796,Club de Golf Murray Bay,47.64097,-70.15066999999999,http://www.golfmurraybay.com/,+1 418-665-2494,,9,3.5,200
797,Club de Golf Napierville,45.185726,-73.424706,https://www.facebook.com/clubdegolfnapierville/,+1 450-245-3356,,5,4.0,200
798,Club de Golf New Glasgow,45.84333,-73.88372,http://www.golfnewglasgow.org/,+1 450-432-9999,,5,3.5,200
799,Club de Golf North Hatley,45.26555,-71.97359499999999,http://www.northhatleygolfclub.com,+1 819-842-2463,golfnorthhatley@cgocable.ca,5,4.0,200
800,Club de Golf Oasis,45.6778,-74.37665,http://www.golfoasis.ca/fr/,+1 450-562-1094,info@golfoasis.ca,0,,200
801,Club de Golf Oka,45.46377,-74.09859,http://www.club-de-golf-oka.com/,+1 450-479-8267,,1,4.0,200
802,Club de Golf Ormstown,45.05339,-73.97749,http://www.golformstown.com/,+1 450-829-2061,,2,4.0,403
803,Club de Golf Pen-Y-Bryn,45.47315,-71.51194,,+1 819-872-3488,,0,,404
804,Club de Golf Pine Lodge,45.52058,-76.45685999999999,,+1 819-647-2805,,1,2.0,404
805,Club de Golf Rive-Sud,45.50056,-73.29724,http://golfrivesud.com/,+1 450-653-6360,,9,4.0,200
806,Club de Golf Riviere Bonniebrook,45.75587,-74.10628,http://www.golfbonniebrook.com/,+1 450-438-4422,,2,3.5,200
807,Club de Golf Royal Papineau,45.8315,-75.5321,http://www.royalpapineau.com/,+1 819-766-2626,,5,4.0,200
808,Club de Golf Saint-Anicet,45.16465,-74.29983,,+1 450-264-3511,,3,3.5,404
809,Club de Golf Saint-Georges,46.19016,-70.61496,http://www.golfstgeorges.com/,+1 418-228-3250,,1,5.0,200
810,Club de Golf Saint-Janvier Inc.,45.72944,-73.86265,http://www.golfstjanvier.com/,+1 450-435-9631,,4,2.5,200
811,Club de Golf Saint-Jean-de-Dieu,48.008003,-69.04551,http://www.bonjourquebec.com/qc-fr/repertoire-attraits/golf/club-de-golf-saint-jean-de-dieu_9265832.html,+1 418-963-4653,,0,,200
812,Club de Golf Saint-Michel-des-Saints,46.67343,-73.90211,http://www.golfstmichel.qc.ca/,+1 450-833-5050,,0,,403
813,Club de Golf Saint-Simon,45.692513,-72.81215,http://www.golfsaintsimon.com/,+1 450-798-2477,info@golfstsimon.com,6,3.5,200
814,Club de Golf Sainte-Marguerite,50.16918,-66.61883,http://www.golfste-marguerite.qc.ca/,+1 418-583-2844,,0,,200
815,Club de Golf Sainte-Marie,46.466206,-71.061295,http://www.golfsaintemarie.com/,+1 418-387-4429,info@golfsaintemarie.com,9,5.0,200
816,Club de Golf Sherbrooke,45.4141,-71.9264,http://www.golfsherbrooke.com/index.php,+1 819-563-4987,,4,4.5,200
817,Club de Golf Siscoe,48.14234,-77.87671999999999,http://www.golfsiscoe.com/,+1 819-824-4608,,2,4.0,200
818,Club de Golf Sorel-Tracy Les Dunes,45.99148,-73.14856999999999,http://www.golflesdunes.com/,+1 450-742-4444,,4,4.0,200
819,Club de Golf St-Jean,45.280190000000005,-73.25818000000001,http://golfstjean.ca/,+1 450-346-6814,,0,,200
820,Club de Golf St-Jean-de-Matha,46.28888,-73.56106,http://www.golfmatha.com,+1 450-886-9321,info@golfmatha.com,8,4.0,200
821,Club de Golf The Falcon,45.45881,-74.17471,http://www.falcongolf.ca/,+1 450-458-1997,,24,4.5,200
822,Club de Golf Triangle d'Or,46.676888,-73.90304,http://www.golftriangledor.com/,+1 450-454-2052,,1,4.0,403
823,Club de Golf Val des Lacs,45.81759,-73.95227,,+1 450-476-9001,,1,4.0,404
824,Club de Golf Val-Neigette de Rimouski,48.36449,-68.48384,,+1 418-735-2222,,2,4.0,522
825,Club de Golf Vallee de la Lievre,46.57076,-75.40942,http://www.golfvalleedelalievre.com,+1 819-623-6890,,3,4.5,200
826,Club de Golf Vaudreuil,45.34896,-74.02707,http://www.golfvaudreuil.com/,+1 450-455-2731,,11,3.0,200
827,Club de Golf Victoriaville,46.04372,-71.9483,http://www.golfvictoriaville.com,+1 819-752-4907,,11,5.0,200
828,Club de Golf Waterloo,45.356953,-72.48906,http://www.golfwaterloo.ca/,+1 450-539-1055,,14,3.0,406
829,Club de Golf de Beauceville,46.26233,-70.76154,http://www.golfbeauceville.net/,+1 418-774-4141,,5,4.5,200
830,Club de Golf de Berthier,46.041306,-73.1831,http://www.golfberthier.com/,+1 450-836-4811,,2,4.5,200
831,Club de Golf de Carleton-sur-Mer,48.10238,-66.12352,http://www.golfcarleton.com/golf/,+1 418-364-3355,,14,5.0,200
832,Club de Golf de Coaticook,45.115120000000005,-71.81035,http://www.clubdegolfcoaticook.ca/,+1 819-849-9876,,2,4.0,200
833,Club de Golf de Crabtree,45.97897,-73.50988000000001,http://www.golfdecrabtree.com/,+1 450-754-2662,,0,,200
834,Club de Golf de Drummondville,45.9014,-72.5004,http://www.golfdrummond.com/,+1 819-478-0494,,8,4.5,200
835,Club de Golf de Lac-Megantic,45.501595,-70.86621,http://www.clubdegolflacmegantic.com,+1 819-583-4810,,9,4.0,200
836,Club de Golf de Plessisville,46.2649,-71.72234,http://www.golfplessisville.com/,+1 819-362-2030,,2,4.0,200
837,Club de Golf de Riviere-Hatee,48.38385,-68.67811999999999,,+1 418-736-4653,,1,5.0,404
838,Club de Golf de Rougemont,45.438847,-73.087616,http://www.golfrougemont.com/,+1 450-469-5464,,2,3.0,200
839,Club de Golf de Saint-Polycarpe,45.27609,-74.29449,,+1 450-267-3666,,0,,404
840,Club de Golf de Saint-Prime,48.60252,-72.34646,http://www.golfstprime.qc.ca/,+1 418-251-2831,,1,5.0,200
841,Club de Golf de St-Cesaire,45.3896,-73.04427,http://www.golfsaintcesaire.com/,+1 450-469-4887,,8,4.0,403
842,Club de Golf de Valcourt,45.493190000000006,-72.29704,http://www.golfvalcourt.com/,+1 450-532-3505,,0,,200
843,Club de Golf de la Presqu'ile,45.81129,-73.46938,http://golfdelapresquile.com/,+1 450-589-2882,,1,3.0,200
844,Club de Golf de la Vallee des Forts,45.24793,-73.30646999999999,http://www.golfvalleedesforts.com/en/home/,+1 450-346-6767,,1,4.0,200
845,Club de Golf de la Vallee du Temiscouata,47.6772,-68.95135,http://www.clubgolftemis.com/,+1 418-854-0539,,6,4.5,200
846,Club de Golf des Appalaches,48.17689,-69.01172,,+1 418-738-2641,,0,,404
847,Club de Golf du Vieux Village,45.3196,-72.66411,http://www.golfduvieuxvillage.ca/html/index1.html,+1 450-534-1166,info@golfduvieuxvillage.ca,22,4.0,200
848,Club de Golf et Curling de Thetford Mines,46.09787,-71.28965,http://www.clubdegolfthetford.com/,+1 418-335-2931,,0,,200
849,Club de Golf l'Express,45.389,-73.43204,http://www.clubgolfexpress.ca/,+1 450-659-0283,,0,,200
850,Club de Golf le Victorien,45.63862,-74.11783,http://www.groupebeaudet.com,+1 450-990-9018,,8,4.0,200
851,Club de Ski Mont Biencourt,47.97224,-68.56923,http://www.montbiencourt.com/,+1 418-499-2445,,0,,200
852,Club de Ski Norfond,49.284176,-68.152626,http://www.norfond.ca/index.php,+1 418-296-2484,,0,,200
853,Club de Ski de Fond Senneterre,48.3683,-77.22008000000001,,+1 819-737-4362,,2,4.0,404
854,Club de Trampoline Acrosport Barani,45.59834,-73.75404,http://www.acrosportbarani.com/accueil/,+1 450-622-0077,,12,4.0,200
855,Club de Voile Memphremagog,45.271206,-72.17472,http://voilememphremagog.com,+1 819-847-3181,info@voilememphremagog.com,2,5.0,200
856,Club de golf Arundel     ,45.97915,-74.62094,http://www.laurentides.com/fr/membres/club-de-golf-arundel,+1 819-687-8383,,6,4.0,403
857,Club de golf Piedmont  ,45.91311,-74.13331,http://www.golfpiedmont.ca/,+1 450-227-4653,,15,3.5,200
858,Club de golf Riviere-Beaudette,45.23251,-74.34325,,+1 450-267-3666,,2,3.0,404
859,Club de golf Saint-Lambert,45.50433,-73.50178000000001,http://www.golfstlambert.com/index.php?lang=en,+1 450-671-4515,golf@golfstlambert.com,9,4.0,403
860,Club de golf Val-Morin,45.9985,-74.1705,http://golfvalmorin.com/,+1 819-322-1501,m.bergeron@golfvalmorin.com,1,5.0,200
861,Club de golf de Chibougamau-Chapais,49.91592,-74.37974,,+1 418-748-4709,,1,4.0,404
862,Club de golf le Grand Duc     ,45.83603,-73.89203,http://www.golflegrandduc.com/en/accueil,+1 450-569-1818,,4,3.0,200
863,Club de ski de Fond Saint-Francois,45.89461,-72.48863,https://www.skidefondsaintfrancois.ca/,+1 819-478-5475,,4,4.5,200
864,Club de ski de fond Le Norvegien,48.396877,-71.318405,http://www.skidefondlenorvegien.com/,+1 418-546-2344,centrenorvegien@gmail.com,10,4.5,200
865,Club des 20,45.362915,-73.571556,,+1 450-632-2650,,0,,404
866,Club et Hotel du Golf Nominingue,46.39086,-75.01855,http://www.hotelgolfnominingue.qc.ca/fra/?lang=en,+1 877-530-4653,info@hotelgolfnominingue.qc.ca,3,5.0,200
867,Co-Cathedral of Saint-Antoine-De-Padoue,45.54056,-73.5081,http://www.cocathedrale.ca/,+1 450-674-1549,,73,4.5,200
868,Coastal Trails at Rimouski River,48.42587,-68.59476,,,,21,4.5,404
869,Cocher Capella,45.84287,-72.02669,http://www.cochercapella.ca/fr/,+1 819-552-3956,cochercapella@gmail.com,0,,403
870,Coco Latte,47.82818,-69.53119000000001,http://www.cocolatte.ca,+1 418-605-3132,info@cocolatte.ca,0,,200
871,Coconut Trois-Rivieres,46.30929,-72.58105,http://www.coconuthotelmotel.com,+1 819-377-3221,,10,4.0,200
872,Cogeco Amphitheatre,46.346943,-72.5319,http://www.amphitheatrecogeco.com,+1 819-378-2009,info@amphitheatrecogeco.com,168,4.5,200
873,Colisee Cardin,46.03959,-73.10374,http://www.ville.sorel-tracy.qc.ca,+1 450-780-5600,,1,4.0,200
874,Colonie des Greves,45.97842,-73.17966,http://www.coloniedesgreves.com,+1 450-742-4767,,7,4.0,200
875,Colossus Laval Movie Theater,45.563854,-73.74201,http://www.cineplex.com/default.aspx,+1 450-978-0212,,71,4.0,200
876,Complexe Atlantide,45.99943,-73.91926,http://www.complexeatlantide.com,+1 450-222-5225,,58,3.0,200
877,Complexe Baie-des-Sables,45.58977,-70.93121,http://www.baiedessables.com,+1 819-583-3965,baiedessables@lac-megantic.qc.ca,35,4.5,200
878,Complexe JC Perreault,45.83031,-73.6107,http://www.complexejcperreault.com/,+1 450-588-4888,info@complexejcperreault.com,0,,200
879,Complexe Julie-Quilles,45.58153,-73.32864000000001,http://www.complexejuliequilles.com,+1 450-649-6668,info@complexejuliequilles.com,13,4.0,200
880,Complexe Volta,45.60428,-73.45165,http://www.salondequillesvolta.com,+1 450-641-6668,,1,5.0,200
881,Complexe le Super 8,45.64232,-73.85991,https://www.facebook.com/leSuper8/,+1 450-434-7665,complexelesuper8@gmail.com,1,5.0,200
882,Complexes Sportifs Terrebonne - Multiglace,45.71103,-73.62198000000001,http://www.complexessportifsterrebonne.com,+1 450-961-9295,,32,4.5,200
883,Concept Creation Beaute,45.72958,-73.61555,,+1 450-417-4494,Info@conceptcreationbeaute.ca,0,,404
884,Confection Imagine,48.43914,-71.44294000000001,http://www.confectionimagine.com/boutique,+1 418-547-8919,confectionimagine@outlook.com,0,,200
885,Confections Moufette,45.46179,-74.08641,http://confectionsmoufette.com,+1 514-778-5732,info@confectionsmoufette.com,0,,200
886,Confiserie de la Vieille Ecole,47.00246,-70.81246999999999,http://www.confiserievieilleecole.com,+1 418-203-0648,,8,4.0,200
887,Confiturerie Tigidou,46.860218,-71.00678,https://www.tigidou.ca/en/,+1 418-991-7007,napoleon@tigidou.ca,0,,200
888,Congregation Beth Ora,46.860287,-71.008095,http://www.bethora.org,+1 514-748-6559,info@bethora.org,0,,403
889,Congregation Darchei Emet,45.48636,-73.65319000000001,,+1 514-486-9400,,0,,404
890,Congregation Tifereth Beth David Jerusalem,45.477367,-73.65574000000001,http://www.tbdj.org,+1 514-489-3841,chesed@tbdj.org,0,,403
891,Contender Esports Vaudreuil-dorion,45.383812,-74.01084,,+1 438-500-0596,info@vdesports.com,0,,404
892,Cooking and Baking Classes,45.253240000000005,-73.54139,http://cookingandbakingclasses.ca/,+1 514-865-8977,,0,,403
893,Coop Golf Maniwaki,46.38352,-75.97211,,+1 819-441-2332,,0,,404
894,Cooparto,45.30637,-73.25191,http://www.cooparto.com/,+1 450-346-9036,,0,,200
895,Cooperative d'escalade Riki Bloc,48.451656,-68.51905,http://rikibloc.wordpress.com/,+1 418-721-7662,rikibloc@gmail.com,3,5.0,200
896,Cooperative-Solidarite Paradis,48.44203,-68.529816,http://coop-paradis.com,+1 418-725-1750,info@coop-paradis.com,1,5.0,200
897,Coronation Hall - Tea room and Gift Shop,45.52847,-76.45551,,+1 819-647-2547,info@coronationhall.com,1,4.0,404
898,Corporation De Developpement Portuaire De La Baie Du Cap - Vert,47.408577,-61.868168,http://fr-ca.facebook.com/baiecapvert/,,,1,4.0,200
899,Corporation de La maison Dumulon,48.23896,-79.01714,http://www.maison-dumulon.ca/,+1 819-797-7125,maison.dumulon@rouyn-noranda.ca,34,4.5,200
900,Corsaire Microbrasserie,46.8095,-71.18699000000001,,+1 418-922-3624,,34,4.0,404
901,Cosmodome,45.566933,-73.74363000000001,http://www.cosmodome.org,+1 450-978-3600,info@cosmodome.org,229,4.0,403
902,Cote Boisee GPAT,45.710370000000005,-73.66314,http://www.gpat.ca/,+1 450-471-1933,,3,5.0,200
903,Couleur Bonheur,45.57649,-70.8804,http://couleurbonheur.com,+1 819-583-2511,info@couleurbonheur.com,9,4.5,200
904,Cowansville Golf,45.22156,-72.82418,http://www.golfcowansville.com,+1 450-263-3131,,17,4.0,200
905,Creations Sandy Baie,48.71876,-67.900566,,+1 450-916-8373,familletrottierca@yahoo.fr,0,,404
906,Crescent Street,45.43699,-73.86295,,+1 514-379-4020,,582,4.0,404
907,Cristal Momentum,45.89534,-74.15704000000001,http://cristalmomentum.com,+1 450-275-5520,info@cristalmomentum.com,1,5.0,200
908,Croisiere Escoumins,48.32032,-69.41518,http://www.croisierebaleine.ca/,1-866 (225-3463),info@croisierebaleine.ca,315,4.5,200
909,Croisiere des Iles de Sorel,46.06100000000001,-73.02158,,+1 450-291-9990,,6,4.5,404
910,Croisiere en pirogue,45.268044,-72.16107,http://www.croisierepirogue.com/,+1 819-574-0039,info@alternativepleinair.com,18,4.5,200
911,Croisieres AML,48.1439,-69.71946,http://www.croisieresaml.com/,+1 866-856-6668,,1474,4.0,200
912,Croisieres AML - Day Tours,47.84758,-69.56734,http://www.croisieresaml.com/en/our-boats/aml-zephyr-1/,+1 866-856-6668,info@croisieresaml.com,86,4.0,200
913,Croisieres Charlevoix,47.84322,-69.87666,http://www.baleines.ca,+1 418-638-1483,,40,2.5,200
914,Croisieres Lac Taureau,46.68013,-73.91673,http://croisiereslactaureau.com/,+1 450-883-2730,,2,5.0,200
915,Croisieres Mont-Tremblant,46.20904,-74.59955,http://www.croisierestremblant.com/,+1 819-425-1045,info@croisierestremblant.com,28,4.0,200
916,Croisieres Neptune,48.32296,-69.41909,http://www.croisieresneptune.net,+1 418-232-6716,,153,4.5,200
917,Croix Celtique,46.359474,-71.37498000000001,,+1 418-599-2814,tirnanogsa@gmail.com,0,,404
918,Cueillette 640,45.52094,-73.99055,,+1 450-623-8635,cueillette640@videotron.ca,1,5.0,404
919,Culture Shawinigan,46.559246,-72.7484,http://cultureshawinigan.ca/,,,0,,200
920,Cycles Cadieux,45.78235,-74.00204000000001,http://www.cyclescadieux.com/fr/accueil,+1 450-432-4686,,0,,403
921,Cycles Performance,45.44751,-73.28576,,+1 450-447-3450,,0,,404
922,Cyclosphere Sport,45.698406,-73.92078000000001,http://cyclosphere.com/,+1 450-430-8356,cyclosphere1@hotmail.ca,0,,200
923,Cykel,46.19528,-74.62925,,+1 819-717-4001,info@cykel.ca,4,5.0,409
924,D'Arbre en Arbre,45.02257,-73.74669,,+1 450-247-2785,arbre@aucoeurdemonverger.com,8,4.5,404
925,D'Arbre en Arbre,46.53346,-72.75525,http://www.arbreenarbre.com/,+1 819-536-7155,,37,4.5,200
926,D'Arbre en Arbre,48.1759,-78.67019,https://www.parcaventurejoannes.com/arbre-en-arbre,+1 819-762-8867,,4,4.0,200
927,DAN BILODEAU GOLF ACADEMIE,46.18013,-74.59801999999999,http://www.danbilodeaugolf.com,+1 819-631-1122,info@danbilodeaugolf.com,3,5.0,200
928,Daisy Antiques Exclusive - Estate Jewellers,45.487526,-73.587395,http://www.daisyexclusive.com,+1 514-938-3554,info@daisyexclusive.com,0,,200
929,Daniel-Johnson Dam,50.63713,-68.732506,http://www.hydroquebec.com/visit/cote_nord/manic-5.html,+1 866-526-2642,,107,4.5,200
930,Dans Ma Bulle,45.12567,-72.98442,http://www.dansmabullespa.ca,+1 450-248-2516,info@dansmabullespa.ca,12,5.0,406
931,Deca Deci - Ferme Agrotouristique,45.56806,-70.94691,https://deca-deci.ca/,+1 819-214-5152,deca-deci@hotmail.com,0,,200
932,Defi GoodLock,49.913920000000005,-74.3646,https://www.facebook.com/defigoodlock/,+1 418-770-5421,,0,,200
933,Defi-Evasion Levis,46.78591,-71.18986,https://defi-evasion.com/,+1 581-450-3334,contact@defi-evasion.com,24,4.5,200
934,DekHockey Drummond,45.84093,-72.44154,http://www.dekdrummond.com,+1 819-479-8658,,0,,200
935,Demain Demain Boutique,45.558746,-73.89274,http://demaindemain.co/,+1 450-472-7014,info@demaindemain.co,1,5.0,200
936,Denis Charbonneau Vergers et Cidrerie,45.35458,-73.13977,http://vergersdc.qc.ca/en/,+1 450-347-9184,,24,4.0,200
937,Descente Malbaie,47.73941,-70.38369,http://www.descentemalbaie.com,+1 418-439-2265,,27,4.5,200
938,Deserteur Le jeu d'evasion,45.72121,-73.66119,http://www.deserteurlejeudevasion.ca,+1 514-773-9584,info@deserteurlejeudevasion.ca,75,4.5,200
939,Destination Experience Levis,46.81031,-71.187004,http://destination-experience-levis.business.site,+1 418-265-2021,gqp@videotron.ca,8,5.0,200
940,Destination Haute Mer,48.85247,-67.529976,http://destinationhautemer.ca,,,0,,403
941,Dispensaire De La Garde de La Corne,48.3555,-77.99586,http://www.dispensairedelagarde.com/,+1 819-799-2181,,3,5.0,406
942,Distillerie Fils du Roy Quebec,47.91447,-69.43616999999999,,+1 418-816-8555,,0,,404
943,Distillerie NOROI,45.629032,-72.99180600000001,http://www.distillerienoroi.com/,+1 450-418-8008,info@distillerienoroi.com,0,,200
944,Distillerie Shefford,45.38236,-72.63857,http://www.distillerieshefford.com/,,,0,,403
945,Distillerie du Fjord,48.630733,-71.10871999999999,http://www.distilleriedufjord.com/,+1 418-673-1012,info@distilleriedufjord.com,4,5.0,200
946,Distillerie du quai,46.33245,-72.51250999999999,http://www.quebecoriginal.com/fr-ca/fiche/quoi-faire/visites-et-patrimoine/visites-en-entreprise/distillerie-du-quai-500006248,+1 819-266-7602,,0,,200
947,District 1 Lasertag,45.679012,-73.92439,http://district1lasertag.com/mirabel,+1 579-478-0124,info-mirabel@district1lasertag.com,1,4.0,200
948,Divertigo,45.301895,-72.63949000000001,,+1 450-830-2386,info@divertigo.fun,3,4.5,404
949,Domaine & Vins Gelinas,46.37734,-72.92458,,+1 819-264-5511,,15,5.0,404
950,Domaine & Vins Gelinas,46.38077,-72.93019,http://www.domainegelinas.com/,+1 819-264-5511,info@domainegelinas.com,0,,200
951,Domaine Acer,47.72983,-68.64271,http://www.domaineacer.com,+1 418-899-2825,,12,5.0,200
952,Domaine Baie Mud,45.644825,-75.60985600000001,http://www.domainebaiemud.com,+1 819-671-0019,orfee@distributel.net,0,,200
953,Domaine Bergeville,45.273018,-71.94802,http://domainebergeville.ca/en/contact/,+1 819-842-1026,,5,4.5,200
954,Domaine Breen,47.464490000000005,-79.43893,http://www.domainebreen.com/,+1 819-728-2295,,0,,406
955,Domaine Cartier-Potelle,45.460835,-73.079895,http://www.domaine-cartier-potelle.com,+1 450-469-2000,contact@cartierpotelle.com,10,4.5,200
956,Domaine Clos St- Bernard,45.03243,-73.43807,http://closstbernard.com/,+1 450-246-4586,,1,5.0,403
957,Domaine De Courval,45.30266,-71.87535,https://www.domainedecourval.ca/,+1 819-837-0062,domainedecourval@gmail.com,1,5.0,200
958,Domaine De La Chevrotiere,46.62692,-71.98698399999999,https://deschambault-grondines.com/fr/loisirs-culture-et-vie-communautaire/loisirs/parcs-et-espaces-verts,,,1,4.0,200
959,Domaine De Lavoie,45.45064,-73.07427,http://www.de-lavoie.com,+1 450-469-3894,info@de-lavoie.com,19,4.0,200
960,Domaine Des Trois Vents,48.206520000000005,-77.9104,,+1 819-824-8537,,1,4.0,404
961,Domaine Elbama,45.65575,-73.29188,,+1 450-649-0710,elbama@hotmail.ca,0,,404
962,Domaine Forget,47.56506,-70.20593000000001,http://www.domaineforget.com,+1 418-452-8111,info@domaineforget.com,74,4.5,200
963,Domaine Girouard,45.120426,-72.628334,http://www.domainegirouard.com,+1 514-244-1820,domainegirouard@outlook.com,0,,200
964,Domaine Ives Hill,45.29998,-71.81938000000001,http://domaineiveshill.com,+1 819-837-0301,info@aperi-fruits.ca,12,4.5,200
965,Domaine Labranche,45.30053,-73.662796,http://www.labranche.ca,+1 450-454-2045,admin@labranche.ca,22,4.0,200
966,Domaine Le Pic Bois,47.65928,-70.11519,http://lepicbois.com/,+1 418-439-1111,,41,4.5,200
